query,expected,adaptive_lexical_pred,adaptive_lexical_score,adaptive_lexical_correct,adaptive_lexical_specificity,adaptive_lexical_overlap,adaptive_semantic_pred,adaptive_semantic_score,adaptive_semantic_correct,adaptive_semantic_specificity,adaptive_semantic_overlap,adaptive_bm25_pred,adaptive_bm25_score,adaptive_bm25_correct,adaptive_bm25_specificity,adaptive_bm25_overlap,optimized_bm25_pred,optimized_bm25_score,optimized_bm25_correct,optimized_bm25_bm25_score,optimized_bm25_overlap
Áo thun nữ form rộng tay lỡ Local Brand,Áo thun nữ,Áo thun nữ,0.4574529230594635,True,4.736198448394496,3,Áo thun nữ,0.4574529230594635,True,4.736198448394496,3,Áo thun nữ,0.4574527144432068,True,4.736198448394496,3,Áo thun nữ,0.4574527144432068,True,9.371649425474208,3
Áo Baby Tee nữ in hình dễ thương,Áo thun nữ,Áo thun nữ,0.05534244328737259,True,4.736198448394496,2,Áo thun nữ,0.05534335598349571,True,4.736198448394496,2,Áo thun nữ,0.05534244328737259,True,4.736198448394496,2,Áo thun nữ,0.05534244328737259,True,5.472642023553127,2
Áo sơ mi nữ công sở Nem Fashion,Áo sơ mi nữ,Áo sơ mi nữ,0.7102818489074707,True,4.736198448394496,4,Áo sơ mi nữ,0.7102818489074707,True,4.736198448394496,4,Áo sơ mi nữ,0.7102850675582886,True,4.736198448394496,4,Áo sơ mi nữ,0.7102850675582886,True,11.584502783443888,4
Áo kiểu nữ cổ bèo tay phồng,Áo sơ mi nữ,Áo thun nữ,0.07804933935403824,False,4.736198448394496,2,Áo thun nữ,0.07805049419403076,False,4.736198448394496,2,Áo thun nữ,0.07804933935403824,False,4.736198448394496,2,Áo thun nữ,0.07804933935403824,False,5.472642023553127,2
Váy đầm hoa nhí dáng dài Vintage,Váy đầm,Váy đầm,0.12150750309228897,True,4.736198448394496,2,Váy đầm,0.12150750309228897,True,4.736198448394496,2,Váy đầm,0.121505968272686,True,4.736198448394496,2,Váy đầm,0.121505968272686,True,9.749337801456697,2
Đầm dự tiệc sang trọng hở lưng,Váy đầm,Váy đầm,0.049642227590084076,True,4.736198448394496,1,Váy đầm,0.04964226111769676,True,4.736198448394496,1,Váy đầm,0.049642227590084076,True,4.736198448394496,1,Váy đầm,0.049642227590084076,True,5.186146173340856,1
Đầm suông chữ A che bụng cho mẹ bầu,Váy đầm,Váy đầm,0.040253493934869766,True,4.736198448394496,1,Váy đầm,0.04025393724441528,True,4.736198448394496,1,Váy đầm,0.040253493934869766,True,4.736198448394496,1,Váy đầm,0.040253493934869766,True,5.186146173340856,1
Chân váy xếp ly dài midi,Chân váy,Chân váy,0.29408249258995056,True,4.736198448394496,2,Chân váy,0.29408249258995056,True,4.736198448394496,2,Chân váy,0.29408568143844604,True,4.736198448394496,2,Chân váy,0.29408568143844604,True,9.749337801456697,2
Chân váy chữ A ngắn lưng cao,Chân váy,Chân váy,0.24559122323989868,True,4.736198448394496,2,Chân váy,0.24559122323989868,True,4.736198448394496,2,Chân váy,0.24558840692043304,True,4.736198448394496,2,Chân váy,0.24558840692043304,True,9.749337801456697,2
Chân váy Jean bút chì xẻ tà,Chân váy,Chân váy,0.31231245398521423,True,4.736198448394496,2,Chân váy,0.31231245398521423,True,4.736198448394496,2,Chân váy,0.31231528520584106,True,4.736198448394496,2,Chân váy,0.31231528520584106,True,9.749337801456697,2
Quần Jeans nữ ống loe lưng cao,Quần Jeans nữ,Quần Jeans nữ,0.3687366247177124,True,4.736198448394496,3,Quần Jeans nữ,0.3687366247177124,True,4.736198448394496,3,Quần Jeans nữ,0.36874088644981384,True,4.736198448394496,3,Quần Jeans nữ,0.36874088644981384,True,9.552152970371509,3
Quần Baggy Jean nữ rách gối,Quần Jeans nữ,Quần Jeans nữ,0.18675115704536438,True,4.736198448394496,2,Quần Jeans nữ,0.18675000965595245,True,4.736198448394496,2,Quần Jeans nữ,0.18675115704536438,True,4.736198448394496,2,Quần Jeans nữ,0.18675115704536438,True,5.653145568450428,2
Combo 5 quần lót nữ Cotton kháng khuẩn,Đồ lót nữ,Đồ lót nữ,0.05675444006919861,True,4.736198448394496,2,Đồ lót nữ,0.056753937155008316,True,4.736198448394496,2,Đồ lót nữ,0.05675444006919861,True,4.736198448394496,2,Đồ lót nữ,0.05675444006919861,True,6.488414281242427,2
Áo lót nữ không gọng mút mỏng,Đồ lót nữ,Đồ lót nữ,0.11828259378671646,True,4.736198448394496,2,Đồ lót nữ,0.11828042566776276,True,4.736198448394496,2,Đồ lót nữ,0.11828259378671646,True,4.736198448394496,2,Đồ lót nữ,0.11828259378671646,True,6.488414281242427,2
Đồ bộ pijama lụa satin cộc tay,Đồ ngủ & Đồ mặc nhà,Đồ lót nữ,0.03221147134900093,False,4.736198448394496,1,Đồ lót nữ,0.03221164643764496,False,4.736198448394496,1,Đồ lót nữ,0.03221147134900093,False,4.736198448394496,1,Đồ lót nữ,0.03221147134900093,False,2.8832351442317807,1
Váy ngủ 2 dây lụa sexy gợi cảm,Đồ ngủ & Đồ mặc nhà,Đồ ngủ & Đồ mặc nhà,0.06445623189210892,True,4.736198448394496,1,Đồ ngủ & Đồ mặc nhà,0.06445664912462234,True,4.736198448394496,1,Đồ ngủ & Đồ mặc nhà,0.06445623189210892,True,4.736198448394496,1,Đồ ngủ & Đồ mặc nhà,0.06445623189210892,True,3.432167718056474,1
Giày Sneaker nam Nike Air Force 1,Giày Sneaker nam,Giày Sneaker nam,0.2122136950492859,True,4.736198448394496,3,Giày Sneaker nam,0.2122136950492859,True,4.736198448394496,3,Giày Sneaker nam,0.21221351623535156,True,4.736198448394496,3,Giày Sneaker nam,0.21221351623535156,True,9.31629997086614,3
Giày thể thao nam Adidas Ultraboost 22,Giày Sneaker nam,Giày Sneaker nam,0.02105906419456005,True,4.736198448394496,2,Giày Sneaker nam,0.02105933614075184,True,4.736198448394496,2,Giày Sneaker nam,0.02105906419456005,True,4.736198448394496,2,Giày Sneaker nam,0.02105906419456005,True,5.417292568945058,2
Giày Biti's Hunter X nam đen,Giày Sneaker nam,Giày cao gót,0.027995087206363678,False,4.736198448394496,1,Giày cao gót,0.02799553982913494,False,4.736198448394496,1,Giày cao gót,0.027995087206363678,False,4.736198448394496,1,Giày cao gót,0.027995087206363678,False,3.0637386891290816,1
Giày tây nam da bò Oxford sang trọng,Giày tây nam,Giày tây nam,0.24718834459781647,True,4.736198448394496,3,Giày tây nam,0.24718834459781647,True,4.736198448394496,3,Giày tây nam,0.2471904754638672,True,4.736198448394496,3,Giày tây nam,0.2471904754638672,True,9.848581886867029,3
Giày lười nam da thật Loafer,Giày tây nam,Giày Sneaker nam,0.07271678745746613,False,4.736198448394496,2,Giày Sneaker nam,0.07271627336740494,False,4.736198448394496,2,Giày Sneaker nam,0.07271678745746613,False,4.736198448394496,2,Giày Sneaker nam,0.07271678745746613,False,5.417292568945058,2
Dép nam quai ngang Adidas Adilette,Dép nam,Dép nam,0.2541615068912506,True,4.736198448394496,2,Dép nam,0.2541615068912506,True,4.736198448394496,2,Dép nam,0.2541627883911133,True,4.736198448394496,2,Dép nam,0.2541627883911133,True,7.940620903346305,2
Dép tông nam cao su đi mưa,Dép nam,Dép nam,0.41233789920806885,True,4.736198448394496,2,Dép nam,0.4123392403125763,True,4.736198448394496,2,Dép nam,0.41233789920806885,True,4.736198448394496,2,Dép nam,0.41233789920806885,True,7.940620903346305,2
Giày Sneaker nữ MLB Chunky Liner,Giày Sneaker nữ,Giày Sneaker nữ,0.3029412031173706,True,4.736198448394496,3,Giày Sneaker nữ,0.3029412031173706,True,4.736198448394496,3,Giày Sneaker nữ,0.30294597148895264,True,4.736198448394496,3,Giày Sneaker nữ,0.30294597148895264,True,9.552152970371509,3
Giày Converse Chuck Taylor 1970s cổ thấp,Giày Sneaker nữ,Giày Sneaker nam,0.026673022657632828,False,4.736198448394496,1,Quần Short nam,0.0302619319409132,False,4.736198448394496,0,Giày Sneaker nam,0.026673022657632828,False,4.736198448394496,1,Giày Sneaker nam,0.026673022657632828,False,3.0637386891290816,1
Giày cao gót mũi nhọn 7cm Juno,Giày cao gót,Giày cao gót,0.458479642868042,True,4.736198448394496,3,Giày cao gót,0.458479642868042,True,4.736198448394496,3,Giày cao gót,0.45848676562309265,True,4.736198448394496,3,Giày cao gót,0.45848676562309265,True,11.926317324973024,3
Giày sandal cao gót quai mảnh,Giày cao gót,Giày Sandal nữ,0.16411873698234558,False,4.736198448394496,2,Giày Sandal nữ,0.16412018239498138,False,4.736198448394496,2,Giày Sandal nữ,0.16411873698234558,False,4.736198448394496,2,Giày Sandal nữ,0.16411873698234558,False,7.495028007051053,2
Giày Sandal nữ đi học đế bằng,Giày Sandal nữ,Giày Sandal nữ,0.7490162253379822,True,4.736198448394496,3,Giày Sandal nữ,0.7490162253379822,True,4.736198448394496,3,Giày Sandal nữ,0.749019980430603,True,4.736198448394496,3,Giày Sandal nữ,0.749019980430603,True,10.0844348863724,3
Dép Sandal Vento nữ quai dù,Giày Sandal nữ,Giày Sandal nữ,0.13589166104793549,True,4.736198448394496,2,Giày Sandal nữ,0.13589198887348175,True,4.736198448394496,2,Giày Sandal nữ,0.13589166104793549,True,4.736198448394496,2,Giày Sandal nữ,0.13589166104793549,True,7.020696197243318,2
Balo Laptop chống sốc 15.6 inch Simplecarry,Balo Laptop,Balo Laptop,0.2012215107679367,True,4.736198448394496,2,Balo Laptop,0.2012215107679367,True,4.736198448394496,2,Balo Laptop,0.2012239545583725,True,4.736198448394496,2,Balo Laptop,0.2012239545583725,True,8.712338052449677,2
Balo Xiaomi Urban Life Style 2,Balo Laptop,Balo Laptop,0.025844814255833626,True,4.736198448394496,1,Quần Short nam,0.05853033438324928,False,4.736198448394496,0,Balo Laptop,0.025844814255833626,True,4.736198448394496,1,Balo Laptop,0.025844814255833626,True,4.563191628115841,1
Balo thời trang mini da PU nữ,Balo thời trang,Balo thời trang,0.08144595474004745,True,4.736198448394496,3,Balo thời trang,0.08144595474004745,True,4.736198448394496,3,Balo thời trang,0.0814453735947609,True,4.736198448394496,3,Balo thời trang,0.0814453735947609,True,12.229304121764134,3
Balo Canvas đi học Hàn Quốc,Balo thời trang,Dụng cụ học tập,0.027550144121050835,False,4.736198448394496,1,Quần Short nam,0.03107926808297634,False,4.736198448394496,0,Dụng cụ học tập,0.027550144121050835,False,4.736198448394496,1,Dụng cụ học tập,0.027550144121050835,False,3.868254910468356,1
Túi xách nữ đeo chéo Charles & Keith,Túi xách nữ,Túi xách nữ,0.22041963040828705,True,4.736198448394496,3,Túi xách nữ,0.22041963040828705,True,4.736198448394496,3,Túi xách nữ,0.22042225301265717,True,4.736198448394496,3,Túi xách nữ,0.22042225301265717,True,11.451985515165289,3
Túi Tote vải Canvas in hình,Túi xách nữ,Túi xách nữ,0.05602792277932167,True,4.736198448394496,1,Túi xách nữ,0.056028228253126144,True,4.736198448394496,1,Túi xách nữ,0.05602792277932167,True,4.736198448394496,1,Túi xách nữ,0.05602792277932167,True,4.431289317921971,1
Túi kẹp nách nữ da trơn trend,Túi xách nữ,Túi xách nữ,0.07866006344556808,True,4.736198448394496,2,Túi xách nữ,0.07865945994853973,True,4.736198448394496,2,Túi xách nữ,0.07866006344556808,True,4.736198448394496,2,Túi xách nữ,0.07866006344556808,True,7.020696197243318,2
Ví da nam cầm tay dáng dài,Ví da,Ví da,0.27581819891929626,True,4.736198448394496,2,Ví da,0.27581819891929626,True,4.736198448394496,2,Ví da,0.27581802010536194,True,4.736198448394496,2,Ví da,0.27581802010536194,True,9.023232883716197,2
Ví nữ mini gập 3 bỏ túi nhỏ gọn,Ví da,Ví da,0.0384075753390789,True,4.736198448394496,1,Ví da,0.038408052176237106,True,4.736198448394496,1,Ví da,0.0384075753390789,True,4.736198448394496,1,Ví da,0.0384075753390789,True,5.186146173340856,1
Thắt lưng nam da bò thật khóa tự động,Thắt lưng,Thắt lưng,0.0850367620587349,True,4.736198448394496,2,Thắt lưng,0.0850367620587349,True,4.736198448394496,2,Thắt lưng,0.08503617346286774,True,4.736198448394496,2,Thắt lưng,0.08503617346286774,True,9.749337801456697,2
Thắt lưng nữ bản nhỏ váy đầm,Thắt lưng,Thắt lưng,0.1338023692369461,True,4.736198448394496,2,Thắt lưng,0.1338023692369461,True,4.736198448394496,2,Thắt lưng,0.13380303978919983,True,4.736198448394496,2,Thắt lưng,0.13380303978919983,True,9.749337801456697,2
Kính mát nam phi công Rayban Aviator,Kính mắt,Kính mắt,0.026833372190594673,True,4.736198448394496,1,Kính mắt,0.026832839474081993,True,4.736198448394496,1,Kính mắt,0.026833372190594673,True,4.736198448394496,1,Kính mắt,0.026833372190594673,True,4.563191628115841,1
Kính giả cận gọng kim loại tròn,Kính mắt,Kính mắt,0.057731349021196365,True,4.736198448394496,1,Kính mắt,0.05773129314184189,True,4.736198448394496,1,Kính mắt,0.057731349021196365,True,4.736198448394496,1,Kính mắt,0.057731349021196365,True,4.563191628115841,1
Mũ lưỡi trai Nón Sơn chính hãng,Mũ nón,Mũ nón,0.253073126077652,True,4.736198448394496,2,Mũ nón,0.253073126077652,True,4.736198448394496,2,Mũ nón,0.253073126077652,True,4.736198448394496,2,Mũ nón,0.253073126077652,True,9.749337801456697,2
Mũ bucket vành tròn tai bèo,Mũ nón,Mũ nón,0.02203659899532795,True,4.736198448394496,1,Dụng cụ thể thao,0.028235597535967827,False,4.736198448394496,0,Mũ nón,0.02203659899532795,True,4.736198448394496,1,Mũ nón,0.02203659899532795,True,4.563191628115841,1
Vali du lịch size 24 inch nhựa ABS,Vali du lịch,Vali du lịch,0.6089863777160645,True,4.736198448394496,3,Vali du lịch,0.6089863777160645,True,4.736198448394496,3,Vali du lịch,0.6089863777160645,True,4.736198448394496,3,Vali du lịch,0.6089863777160645,True,13.293867953765913,3
Vali kéo vải dù size 20 xách tay,Vali du lịch,Vali du lịch,0.045538585633039474,True,4.736198448394496,1,Vali du lịch,0.045538827776908875,True,4.736198448394496,1,Vali du lịch,0.045538585633039474,True,4.736198448394496,1,Vali du lịch,0.045538585633039474,True,4.431289317921971,1
Sữa rửa mặt CeraVe Foaming Facial Cleanser,Sữa rửa mặt,Sữa rửa mặt,0.4165632128715515,True,4.736198448394496,3,Sữa rửa mặt,0.4165632128715515,True,4.736198448394496,3,Sữa rửa mặt,0.4165664315223694,True,4.736198448394496,3,Sữa rửa mặt,0.4165664315223694,True,11.07660371809818,3
Sữa rửa mặt Cetaphil Gentle Skin Cleanser,Sữa rửa mặt,Sữa rửa mặt,0.44970956444740295,True,4.736198448394496,3,Sữa rửa mặt,0.44970956444740295,True,4.736198448394496,3,Sữa rửa mặt,0.44970935583114624,True,4.736198448394496,3,Sữa rửa mặt,0.44970935583114624,True,11.07660371809818,3
Sữa rửa mặt La Roche-Posay Effaclar,Sữa rửa mặt,Sữa rửa mặt,0.25736698508262634,True,4.736198448394496,3,Sữa rửa mặt,0.25736698508262634,True,4.736198448394496,3,Sữa rửa mặt,0.25736919045448303,True,4.736198448394496,3,Sữa rửa mặt,0.25736919045448303,True,11.07660371809818,3
Nước tẩy trang Bioderma nắp hồng 500ml,Nước tẩy trang,Nước tẩy trang,0.18673624098300934,True,4.736198448394496,3,Nước tẩy trang,0.18673624098300934,True,4.736198448394496,3,Nước tẩy trang,0.1867314726114273,True,4.736198448394496,3,Nước tẩy trang,0.1867314726114273,True,10.796116877896038,3
Dầu tẩy trang Muji Oil Cleansing,Nước tẩy trang,Nước tẩy trang,0.1346038430929184,True,4.736198448394496,2,Nước tẩy trang,0.13460375368595123,True,4.736198448394496,2,Nước tẩy trang,0.1346038430929184,True,4.736198448394496,2,Nước tẩy trang,0.1346038430929184,True,8.330296719843052,2
Nước tẩy trang L'Oreal Micellar Water,Nước tẩy trang,Nước tẩy trang,0.424752414226532,True,4.736198448394496,3,Nước tẩy trang,0.424752414226532,True,4.736198448394496,3,Nước tẩy trang,0.4247472882270813,True,4.736198448394496,3,Nước tẩy trang,0.4247472882270813,True,10.796116877896038,3
Toner Klairs không mùi Supple Preparation,Toner - Nước hoa hồng,Toner - Nước hoa hồng,0.26685720682144165,True,4.736198448394496,1,Toner - Nước hoa hồng,0.2668558657169342,True,4.736198448394496,1,Toner - Nước hoa hồng,0.26685720682144165,True,4.736198448394496,1,Toner - Nước hoa hồng,0.26685720682144165,True,3.868254910468356,1
Nước hoa hồng Thayer Lavender,Toner - Nước hoa hồng,Toner - Nước hoa hồng,0.2043687254190445,True,4.736198448394496,3,Toner - Nước hoa hồng,0.20436933636665344,True,4.736198448394496,3,Toner - Nước hoa hồng,0.2043687254190445,True,4.736198448394496,3,Toner - Nước hoa hồng,0.2043687254190445,True,8.650895155915777,3
Serum Vitamin C Balance sáng da,Serum dưỡng da,Serum dưỡng da,0.1157112717628479,True,4.736198448394496,2,Serum dưỡng da,0.11571527272462845,True,4.736198448394496,2,Serum dưỡng da,0.1157112717628479,True,4.736198448394496,2,Serum dưỡng da,0.1157112717628479,True,7.709878232177989,2
Serum Estee Lauder Advanced Night Repair,Serum dưỡng da,Serum dưỡng da,0.07004013657569885,True,4.736198448394496,1,Mặt nạ dưỡng da,0.08639293164014816,False,4.736198448394496,0,Serum dưỡng da,0.07004013657569885,True,4.736198448394496,1,Serum dưỡng da,0.07004013657569885,True,4.431289317921971,1
Serum B5 La Roche-Posay phục hồi da,Serum dưỡng da,Serum dưỡng da,0.17001651227474213,True,4.736198448394496,2,Serum dưỡng da,0.17001812160015106,True,4.736198448394496,2,Serum dưỡng da,0.17001651227474213,True,4.736198448394496,2,Serum dưỡng da,0.17001651227474213,True,7.709878232177989,2
Kem dưỡng ẩm Neutrogena Aqua Gel,Kem dưỡng ẩm,Kem dưỡng ẩm,0.2698591351509094,True,4.736198448394496,3,Kem dưỡng ẩm,0.2698591351509094,True,4.736198448394496,3,Kem dưỡng ẩm,0.2698606252670288,True,4.736198448394496,3,Kem dưỡng ẩm,0.2698606252670288,True,11.875524257616167,3
Kem dưỡng ẩm Clinique Dramatically Different,Kem dưỡng ẩm,Kem dưỡng ẩm,0.4712793231010437,True,4.736198448394496,3,Kem dưỡng ẩm,0.4712793231010437,True,4.736198448394496,3,Kem dưỡng ẩm,0.4712814688682556,True,4.736198448394496,3,Kem dưỡng ẩm,0.4712814688682556,True,11.875524257616167,3
Kem chống nắng Anessa Perfect UV Milk,Kem chống nắng,Kem chống nắng,0.23028014600276947,True,4.736198448394496,3,Kem chống nắng,0.23028014600276947,True,4.736198448394496,3,Kem chống nắng,0.23027779161930084,True,4.736198448394496,3,Kem chống nắng,0.23027779161930084,True,12.229304121764134,3
Kem chống nắng Skin1004 Madagascar Centella,Kem chống nắng,Kem chống nắng,0.17573940753936768,True,4.736198448394496,3,Kem chống nắng,0.17573940753936768,True,4.736198448394496,3,Kem chống nắng,0.1757390946149826,True,4.736198448394496,3,Kem chống nắng,0.1757390946149826,True,12.229304121764134,3
Kem chống nắng La Roche-Posay Anthelios,Kem chống nắng,Kem chống nắng,0.4651333689689636,True,4.736198448394496,3,Kem chống nắng,0.4651333689689636,True,4.736198448394496,3,Kem chống nắng,0.46513405442237854,True,4.736198448394496,3,Kem chống nắng,0.46513405442237854,True,12.229304121764134,3
Mặt nạ giấy Innisfree My Real Squeeze,Mặt nạ dưỡng da,Mặt nạ dưỡng da,0.03727230429649353,True,4.736198448394496,2,Kẻ mắt & Mascara,0.06286316365003586,False,4.736198448394496,0,Mặt nạ dưỡng da,0.03727230429649353,True,4.736198448394496,2,Mặt nạ dưỡng da,0.03727230429649353,True,7.271859018968877,2
Mặt nạ đất sét Kiehl's Rare Earth,Mặt nạ dưỡng da,Mặt nạ dưỡng da,0.08725035190582275,True,4.736198448394496,2,Mặt nạ dưỡng da,0.08725035190582275,True,4.736198448394496,2,Mặt nạ dưỡng da,0.08725035190582275,True,4.736198448394496,2,Mặt nạ dưỡng da,0.08725035190582275,True,7.271859018968877,2
Son kem lì Black Rouge A12,Son môi,Son môi,0.0739763081073761,True,4.736198448394496,1,Thẻ nhớ & USB,0.10654053837060928,False,4.736198448394496,0,Son môi,0.0739763081073761,True,4.736198448394496,1,Son môi,0.0739763081073761,True,5.186146173340856,1
Son thòi MAC Chili Matte,Son môi,Son môi,0.0736927017569542,True,4.736198448394496,1,Son môi,0.07369138300418854,True,4.736198448394496,1,Son môi,0.0736927017569542,True,4.736198448394496,1,Son môi,0.0736927017569542,True,5.186146173340856,1
Son dưỡng môi có màu Dior Lip Glow,Son môi,Son môi,0.3428378999233246,True,4.736198448394496,2,Son môi,0.34283900260925293,True,4.736198448394496,2,Son môi,0.3428378999233246,True,4.736198448394496,2,Son môi,0.3428378999233246,True,10.372292346681713,2
Phấn nước April Skin Magic Snow Cushion,Phấn nước & Phấn phủ,Phấn nước & Phấn phủ,0.16086091101169586,True,4.736198448394496,2,Phấn nước & Phấn phủ,0.1608596295118332,True,4.736198448394496,2,Phấn nước & Phấn phủ,0.16086091101169586,True,4.736198448394496,2,Phấn nước & Phấn phủ,0.16086091101169586,True,7.850985055278304,2
Phấn phủ bột RCMA No Color Powder,Phấn nước & Phấn phủ,Phấn nước & Phấn phủ,0.15926222503185272,True,4.736198448394496,2,Phấn nước & Phấn phủ,0.15925967693328857,True,4.736198448394496,2,Phấn nước & Phấn phủ,0.15926222503185272,True,4.736198448394496,2,Phấn nước & Phấn phủ,0.15926222503185272,True,9.566724016010994,2
Mascara Maybelline Sky High làm dài mi,Kẻ mắt & Mascara,Kẻ mắt & Mascara,0.13498033583164215,True,4.736198448394496,1,Kẻ mắt & Mascara,0.134980246424675,True,4.736198448394496,1,Kẻ mắt & Mascara,0.13498033583164215,True,4.736198448394496,1,Kẻ mắt & Mascara,0.13498033583164215,True,4.431289317921971,1
Bút kẻ mắt nước Kissme Heroine Make,Kẻ mắt & Mascara,Kẻ mắt & Mascara,0.3280610740184784,True,4.736198448394496,2,Kẻ mắt & Mascara,0.32806068658828735,True,4.736198448394496,2,Kẻ mắt & Mascara,0.3280610740184784,True,4.736198448394496,2,Kẻ mắt & Mascara,0.3280610740184784,True,8.330296719843052,2
Nước hoa nam Versace Eros EDT 100ml,Nước hoa nam,Nước hoa nam,0.46452271938323975,True,4.736198448394496,3,Nước hoa nam,0.46452271938323975,True,4.736198448394496,3,Nước hoa nam,0.46452292799949646,True,4.736198448394496,3,Nước hoa nam,0.46452292799949646,True,8.364601575642078,3
Nước hoa nam Chanel Bleu De Chanel,Nước hoa nam,Nước hoa nam,0.18672913312911987,True,4.736198448394496,3,Nước hoa nam,0.18672913312911987,True,4.736198448394496,3,Nước hoa nam,0.1867317259311676,True,4.736198448394496,3,Nước hoa nam,0.1867317259311676,True,8.364601575642078,3
Nước hoa nữ Narciso Rodriguez For Her,Nước hoa nữ,Nước hoa nữ,0.20066428184509277,True,4.736198448394496,3,Nước hoa nữ,0.20066428184509277,True,4.736198448394496,3,Nước hoa nữ,0.20066089928150177,True,4.736198448394496,3,Nước hoa nữ,0.20066089928150177,True,8.600454575147447,3
Nước hoa nữ Lancome La Vie Est Belle,Nước hoa nữ,Nước hoa nữ,0.17533667385578156,True,4.736198448394496,3,Nước hoa nữ,0.17533667385578156,True,4.736198448394496,3,Nước hoa nữ,0.17533940076828003,True,4.736198448394496,3,Nước hoa nữ,0.17533940076828003,True,8.600454575147447,3
Dầu gội Nguyên Xuân bồ kết thảo dược,Dầu gội & Dầu xả,Dầu gội & Dầu xả,0.12861691415309906,True,4.736198448394496,2,Dầu gội & Dầu xả,0.12861821055412292,True,4.736198448394496,2,Dầu gội & Dầu xả,0.12861691415309906,True,4.736198448394496,2,Dầu gội & Dầu xả,0.12861691415309906,True,8.882229767011584,2
Combo Gội Xả TRESemmé Keratin Smooth,Dầu gội & Dầu xả,Dầu gội & Dầu xả,0.17892171442508698,True,4.736198448394496,2,Dầu gội & Dầu xả,0.17892548441886902,True,4.736198448394496,2,Dầu gội & Dầu xả,0.17892171442508698,True,4.736198448394496,2,Dầu gội & Dầu xả,0.17892171442508698,True,7.736509820936712,2
Dầu gội Head & Shoulders Bạc hà,Dầu gội & Dầu xả,Dầu gội & Dầu xả,0.23463384807109833,True,4.736198448394496,2,Dầu gội & Dầu xả,0.2346348762512207,True,4.736198448394496,2,Dầu gội & Dầu xả,0.23463384807109833,True,4.736198448394496,2,Dầu gội & Dầu xả,0.23463384807109833,True,8.882229767011584,2
Sữa tắm Lifebuoy Bảo vệ vượt trội 800g,Sữa tắm,Sữa tắm,0.13487793505191803,True,4.736198448394496,2,Sữa tắm,0.13487793505191803,True,4.736198448394496,2,Sữa tắm,0.13487903773784637,True,4.736198448394496,2,Sữa tắm,0.13487903773784637,True,9.023232883716197,2
Sữa tắm Enchanteur hương nước hoa,Sữa tắm,Sữa tắm,0.18406467139720917,True,4.736198448394496,2,Sữa tắm,0.18406467139720917,True,4.736198448394496,2,Nước hoa nữ,0.23581276834011078,False,4.736198448394496,2,Nước hoa nữ,0.23581276834011078,False,6.011047695826101,2
Sữa tắm Tesori d'Oriente Hoa Sen,Sữa tắm,Sữa tắm,0.19610174000263214,True,4.736198448394496,2,Sữa tắm,0.19610174000263214,True,4.736198448394496,2,Sữa tắm,0.19610054790973663,True,4.736198448394496,2,Sữa tắm,0.19610054790973663,True,9.023232883716197,2
