query,expected,adaptive_lexical_pred,adaptive_lexical_score,adaptive_lexical_correct,adaptive_lexical_specificity,adaptive_lexical_overlap,adaptive_semantic_pred,adaptive_semantic_score,adaptive_semantic_correct,adaptive_semantic_specificity,adaptive_semantic_overlap,adaptive_bm25_pred,adaptive_bm25_score,adaptive_bm25_correct,adaptive_bm25_specificity,adaptive_bm25_overlap,optimized_bm25_pred,optimized_bm25_score,optimized_bm25_correct,optimized_bm25_bm25_score,optimized_bm25_overlap
Lăn khử mùi Etiaxil cho da nhạy cảm,Lăn khử mùi,Lăn khử mùi,0.519603431224823,True,4.736198448394496,3,Lăn khử mùi,0.519603431224823,True,4.736198448394496,3,Lăn khử mùi,0.5196031928062439,True,4.736198448394496,3,Lăn khử mùi,0.5196031928062439,True,13.293867953765913,3
Xịt khử mùi nam X-Men For Boss,Lăn khử mùi,Lăn khử mùi,0.15763895213603973,True,4.736198448394496,2,Lăn khử mùi,0.1576438844203949,True,4.736198448394496,2,Lăn khử mùi,0.15763895213603973,True,4.736198448394496,2,Lăn khử mùi,0.15763895213603973,True,8.862578635843942,2
Bỉm dán Bobby size S 56 miếng,Tã dán,Tã dán,0.01321675255894661,True,4.736198448394496,1,Đồ lót nam,0.025041591376066208,False,4.736198448394496,0,Tã dán,0.01321675255894661,True,4.736198448394496,1,Tã dán,0.01321675255894661,True,5.186146173340856,1
Tã dán Merries size M 64 miếng,Tã dán,Tã dán,0.2291276752948761,True,4.736198448394496,2,Tã dán,0.2291276752948761,True,4.736198448394496,2,Tã dán,0.2291242778301239,True,4.736198448394496,2,Tã dán,0.2291242778301239,True,9.749337801456697,2
Tã dán Moony Natural size NB90,Tã dán,Tã dán,0.5019693374633789,True,4.736198448394496,2,Tã dán,0.5019693374633789,True,4.736198448394496,2,Tã dán,0.5019779205322266,True,4.736198448394496,2,Tã dán,0.5019779205322266,True,9.749337801456697,2
Tã quần Huggies size L 68 miếng,Tã quần,Tã quần,0.3090587258338928,True,4.736198448394496,2,Tã quần,0.3090587258338928,True,4.736198448394496,2,Tã quần,0.309061199426651,True,4.736198448394496,2,Tã quần,0.309061199426651,True,8.148829021386787,2
Bỉm quần Pamper giữ dáng size XL,Tã quần,Quần Jeans nữ,0.026922816410660744,False,4.736198448394496,1,Quần Jeans nữ,0.026923194527626038,False,4.736198448394496,1,Quần Jeans nữ,0.026922816410660744,False,4.736198448394496,1,Quần Jeans nữ,0.026922816410660744,False,3.0637386891290816,1
Sữa bột Meiji số 0 nội địa Nhật 800g,Sữa bột cho bé,Sữa bột cho bé,0.05938180536031723,True,4.736198448394496,2,Sữa bột cho bé,0.05938265472650528,True,4.736198448394496,2,Sữa bột cho bé,0.05938180536031723,True,4.736198448394496,2,Sữa bột cho bé,0.05938180536031723,True,5.956790361653669,2
Sữa Similac 5G số 1 900g,Sữa bột cho bé,Sữa bột cho bé,0.04554558917880058,True,4.736198448394496,1,Sữa bột cho bé,0.0455470010638237,True,4.736198448394496,1,Sữa bột cho bé,0.04554558917880058,True,4.736198448394496,1,Sữa bột cho bé,0.04554558917880058,True,2.8620152639740772,1
Sữa Aptamil Úc Profutura số 2,Sữa bột cho bé,Sữa bột cho bé,0.03671971708536148,True,4.736198448394496,1,Sữa bột cho bé,0.03672048822045326,True,4.736198448394496,1,Sữa bột cho bé,0.03671971708536148,True,4.736198448394496,1,Sữa bột cho bé,0.03671971708536148,True,2.8620152639740772,1
Bột ăn dặm HiPP vị ngũ cốc,Bột ăn dặm,Bột ăn dặm,0.7858046889305115,True,4.736198448394496,3,Bột ăn dặm,0.7858046889305115,True,4.736198448394496,3,Bột ăn dặm,0.7858024835586548,True,4.736198448394496,3,Bột ăn dặm,0.7858024835586548,True,11.040255544824168,3
Bánh ăn dặm Gerber vị dâu táo,Bột ăn dặm,Bột ăn dặm,0.11482002586126328,True,4.736198448394496,2,Bột ăn dặm,0.1148163303732872,True,4.736198448394496,2,Bột ăn dặm,0.11482002586126328,True,4.736198448394496,2,Bột ăn dặm,0.11482002586126328,True,7.495028007051053,2
Bình sữa Hegen 150ml PPSU,Bình sữa & Phụ kiện,Bình sữa & Phụ kiện,0.10008138418197632,True,4.736198448394496,2,Nước giặt & Bột giặt,0.16016648709774017,False,4.736198448394496,0,Bình sữa & Phụ kiện,0.10008138418197632,True,4.736198448394496,2,Bình sữa & Phụ kiện,0.10008138418197632,True,6.265619372474598,2
Bình sữa Pigeon nội địa Nhật 160ml,Bình sữa & Phụ kiện,Bình sữa & Phụ kiện,0.07076933234930038,True,4.736198448394496,2,Nước giặt & Bột giặt,0.08253253996372223,False,4.736198448394496,0,Bình sữa & Phụ kiện,0.07076933234930038,True,4.736198448394496,2,Bình sữa & Phụ kiện,0.07076933234930038,True,6.265619372474598,2
Núm ty thay thế Avent size 3,Bình sữa & Phụ kiện,Điện thoại Smartphone,0.0,False,0.0,0,Túi xách nữ,0.05573529377579689,False,4.736198448394496,0,Điện thoại Smartphone,0.0,False,0.0,0,Điện thoại Smartphone,0.0,False,0.0,0
Bộ đồ chơi xếp hình Lego Classic,Đồ chơi trẻ em,Đồ chơi trẻ em,0.016743693500757217,True,4.736198448394496,2,Đồ chơi trẻ em,0.016743876039981842,True,4.736198448394496,2,Đồ chơi trẻ em,0.016743693500757217,True,4.736198448394496,2,Đồ chơi trẻ em,0.016743693500757217,True,6.385149589315393,2
Xe ô tô điều khiển từ xa địa hình,Đồ chơi trẻ em,Phụ kiện ô tô,0.023290731012821198,False,4.736198448394496,2,Thiết bị mạng & Wifi,0.025953713804483414,False,4.736198448394496,0,Phụ kiện ô tô,0.023290731012821198,False,4.736198448394496,2,Phụ kiện ô tô,0.023290731012821198,False,7.736509820936712,2
Búp bê Barbie thời trang,Đồ chơi trẻ em,Balo thời trang,0.017574680969119072,False,4.736198448394496,2,Đồ chơi trẻ em,0.05013607069849968,True,4.736198448394496,0,Balo thời trang,0.017574680969119072,False,4.736198448394496,2,Balo thời trang,0.017574680969119072,False,8.330296719843052,2
Xe đẩy em bé gấp gọn Combi,Xe đẩy & Địu,Xe đẩy & Địu,0.08873674273490906,True,4.736198448394496,2,Xe đẩy & Địu,0.08873782306909561,True,4.736198448394496,2,Xe đẩy & Địu,0.08873674273490906,True,4.736198448394496,2,Xe đẩy & Địu,0.08873674273490906,True,8.862578635843942,2
Địu ngồi trẻ em 4 tư thế,Xe đẩy & Địu,Xe đẩy & Địu,0.15676748752593994,True,4.736198448394496,1,Xe đẩy & Địu,0.1567663699388504,True,4.736198448394496,1,Xe đẩy & Địu,0.15676748752593994,True,4.736198448394496,1,Xe đẩy & Địu,0.15676748752593994,True,4.431289317921971,1
Thực phẩm chức năng Blackmores Omega 3,Vitamin & Thực phẩm chức năng,Vitamin & Thực phẩm chức năng,0.05661599338054657,True,4.736198448394496,4,Vitamin & Thực phẩm chức năng,0.05661635845899582,True,4.736198448394496,4,Vitamin & Thực phẩm chức năng,0.05661599338054657,True,4.736198448394496,4,Vitamin & Thực phẩm chức năng,0.05661599338054657,True,13.316402415365083,4
Vitamin D3 K2 Lineabon cho bé,Vitamin & Thực phẩm chức năng,Vitamin & Thực phẩm chức năng,0.012506647035479546,True,4.736198448394496,1,Bình sữa & Phụ kiện,0.014317010529339314,False,4.736198448394496,0,Vitamin & Thực phẩm chức năng,0.012506647035479546,True,4.736198448394496,1,Vitamin & Thực phẩm chức năng,0.012506647035479546,True,3.432167718056474,1
Viên uống Collagen DHC gói 30 ngày,Vitamin & Thực phẩm chức năng,Điện thoại Smartphone,0.0,False,0.0,0,Vitamin & Thực phẩm chức năng,0.02064836025238037,True,4.736198448394496,0,Điện thoại Smartphone,0.0,False,0.0,0,Điện thoại Smartphone,0.0,False,0.0,0
Vợt cầu lông Yonex Nanoflare,Dụng cụ thể thao,Điện thoại Smartphone,0.0,False,0.0,0,Giày Sneaker nữ,0.0557158999145031,False,4.736198448394496,0,Điện thoại Smartphone,0.0,False,0.0,0,Điện thoại Smartphone,0.0,False,0.0,0
Quả bóng đá Động Lực UHV 2.05,Dụng cụ thể thao,Kính cường lực,0.007166716270148754,False,4.736198448394496,1,Phụ kiện ô tô,0.03267969191074371,False,4.736198448394496,0,Kính cường lực,0.007166716270148754,False,4.736198448394496,1,Kính cường lực,0.007166716270148754,False,4.431289317921971,1
Kính bơi cận View chống sương mù,Dụng cụ thể thao,Kính mắt,0.09052836894989014,False,4.736198448394496,1,Kính mắt,0.09052988141775131,False,4.736198448394496,1,Kính mắt,0.09052836894989014,False,4.736198448394496,1,Kính mắt,0.09052836894989014,False,4.563191628115841,1
Thảm tập Yoga TPE 2 lớp 6mm,Thảm tập Yoga,Thảm tập Yoga,0.6245795488357544,True,4.736198448394496,3,Thảm tập Yoga,0.6245795488357544,True,4.736198448394496,3,Thảm tập Yoga,0.6245885491371155,True,4.736198448394496,3,Thảm tập Yoga,0.6245885491371155,True,12.761586037765023,3
Bóng tập Yoga Gym đường kính 65cm,Thảm tập Yoga,Thảm tập Yoga,0.0635451078414917,True,4.736198448394496,2,Thảm tập Yoga,0.06354465335607529,True,4.736198448394496,2,Thảm tập Yoga,0.0635451078414917,True,4.736198448394496,2,Thảm tập Yoga,0.0635451078414917,True,8.330296719843052,2
Lều cắm trại tự bung 4 người,Lều trại & Dã ngoại,Lều trại & Dã ngoại,0.04854963347315788,True,4.736198448394496,2,Lều trại & Dã ngoại,0.04854932054877281,True,4.736198448394496,2,Lều trại & Dã ngoại,0.04854963347315788,True,4.736198448394496,2,Lều trại & Dã ngoại,0.04854963347315788,True,7.736509820936712,2
Ghế xếp dã ngoại Naturehike,Lều trại & Dã ngoại,Lều trại & Dã ngoại,0.15232421457767487,True,4.736198448394496,2,Lều trại & Dã ngoại,0.15232346951961517,True,4.736198448394496,2,Lều trại & Dã ngoại,0.15232421457767487,True,4.736198448394496,2,Lều trại & Dã ngoại,0.15232421457767487,True,7.271859018968877,2
Mũ bảo hiểm 3/4 Royal M139 kính âm,Mũ bảo hiểm,Mũ bảo hiểm,0.3586013615131378,True,4.736198448394496,3,Mũ bảo hiểm,0.3586013615131378,True,4.736198448394496,3,Mũ bảo hiểm,0.35860419273376465,True,4.736198448394496,3,Mũ bảo hiểm,0.35860419273376465,True,12.761586037765023,3
Nón bảo hiểm nửa đầu Andes 3S,Mũ bảo hiểm,Mũ nón,0.08271051198244095,False,4.736198448394496,1,Mũ nón,0.0827108696103096,False,4.736198448394496,1,Mũ nón,0.08271051198244095,False,4.736198448394496,1,Mũ nón,0.08271051198244095,False,5.186146173340856,1
Camera hành trình ô tô Vietmap C61,Phụ kiện ô tô,Camera giám sát,0.02789253368973732,False,4.736198448394496,1,Phụ kiện ô tô,0.023848433047533035,True,4.736198448394496,2,Camera giám sát,0.02789253368973732,False,4.736198448394496,1,Camera giám sát,0.02789253368973732,False,4.431289317921971,1
Bơm lốp ô tô mini 12V Michelin,Phụ kiện ô tô,Phụ kiện ô tô,0.029555384069681168,True,4.736198448394496,2,Phụ kiện ô tô,0.029555080458521843,True,4.736198448394496,2,Phụ kiện ô tô,0.029555384069681168,True,4.736198448394496,2,Phụ kiện ô tô,0.029555384069681168,True,7.736509820936712,2
Nước hoa kẹp cửa gió ô tô Areon,Phụ kiện ô tô,Nước hoa nam,0.08946976065635681,False,4.736198448394496,2,Nước hoa nam,0.089471235871315,False,4.736198448394496,2,Nước hoa nam,0.08946976065635681,False,4.736198448394496,2,Nước hoa nam,0.08946976065635681,False,6.011047695826101,2
Dầu nhớt xe máy Motul 7100 4T 10W50,Nhớt & Phụ gia,Dầu gội & Dầu xả,0.05180524289608002,False,4.736198448394496,1,Dầu gội & Dầu xả,0.05180591717362404,False,4.736198448394496,1,Dầu gội & Dầu xả,0.05180524289608002,False,4.736198448394496,1,Dầu gội & Dầu xả,0.05180524289608002,False,5.0139748565432285,1
Dung dịch vệ sinh buồng đốt Carbon,Nhớt & Phụ gia,Giấy vệ sinh,0.008710840716958046,False,4.736198448394496,2,Nhớt & Phụ gia,0.015407025814056396,True,4.736198448394496,0,Giấy vệ sinh,0.008710840716958046,False,4.736198448394496,2,Giấy vệ sinh,0.008710840716958046,False,7.444234939694197,2
Thức ăn hạt cho chó Smartheart 1.5kg,Thức ăn cho chó,Thức ăn cho chó,0.761461615562439,True,4.736198448394496,4,Thức ăn cho chó,0.7614595293998718,True,4.736198448394496,4,Thức ăn cho chó,0.761461615562439,True,4.736198448394496,4,Thức ăn cho chó,0.761461615562439,True,13.041097772335267,4
Pate cho chó Pedigree vị bò,Thức ăn cho chó,Thức ăn cho chó,0.13819727301597595,True,4.736198448394496,2,Thức ăn cho chó,0.13819454610347748,True,4.736198448394496,2,Thức ăn cho chó,0.13819727301597595,True,4.736198448394496,2,Thức ăn cho chó,0.13819727301597595,True,6.963030008147947,2
Thức ăn cho mèo Royal Canin Kitten 2kg,Thức ăn cho mèo,Thức ăn cho mèo,0.8657174110412598,True,4.736198448394496,4,Thức ăn cho mèo,0.8657174110412598,True,4.736198448394496,4,Thức ăn cho mèo,0.8657163381576538,True,4.736198448394496,4,Thức ăn cho mèo,0.8657163381576538,True,13.041097772335267,4
Pate mèo Whiskas cá biển,Thức ăn cho mèo,Thức ăn cho mèo,0.21386243402957916,True,4.736198448394496,1,Thức ăn cho mèo,0.2138635665178299,True,4.736198448394496,1,Thức ăn cho mèo,0.21386243402957916,True,4.736198448394496,1,Thức ăn cho mèo,0.21386243402957916,True,3.868254910468356,1
Súp thưởng cho mèo Ciao Churu,Thức ăn cho mèo,Thức ăn cho mèo,0.3297354280948639,True,4.736198448394496,2,Thức ăn cho mèo,0.32973581552505493,True,4.736198448394496,2,Thức ăn cho mèo,0.3297354280948639,True,4.736198448394496,2,Thức ăn cho mèo,0.3297354280948639,True,6.963030008147947,2
Cát vệ sinh cho mèo Nhật Bản 8L,Cát vệ sinh thú cưng,Thức ăn cho mèo,0.06744099408388138,False,4.736198448394496,2,Thức ăn cho mèo,0.06744196265935898,False,4.736198448394496,2,Thức ăn cho mèo,0.06744099408388138,False,4.736198448394496,2,Thức ăn cho mèo,0.06744099408388138,False,6.963030008147947,2
Cát đất sét Neko hương cafe,Cát vệ sinh thú cưng,Cát vệ sinh thú cưng,0.07737470418214798,True,4.736198448394496,1,Cà phê & Trà,0.0823068767786026,False,4.736198448394496,0,Cát vệ sinh thú cưng,0.07737470418214798,True,4.736198448394496,1,Cát vệ sinh thú cưng,0.07737470418214798,True,3.432167718056474,1
Sách Đắc Nhân Tâm - Dale Carnegie,Sách kỹ năng,Sách kỹ năng,0.016010912135243416,True,4.736198448394496,1,Truyện tranh,0.04393937438726425,False,4.736198448394496,0,Sách kỹ năng,0.016010912135243416,True,4.736198448394496,1,Sách kỹ năng,0.016010912135243416,True,4.431289317921971,1
Sách Nhà Giả Kim - Paulo Coelho,Sách kỹ năng,Đồ ngủ & Đồ mặc nhà,0.024532366544008255,False,4.736198448394496,1,Truyện tranh,0.039626482874155045,False,4.736198448394496,0,Đồ ngủ & Đồ mặc nhà,0.024532366544008255,False,4.736198448394496,1,Đồ ngủ & Đồ mặc nhà,0.024532366544008255,False,3.0198992611956603,1
Sách Tư Duy Nhanh Và Chậm,Sách kỹ năng,Sách kỹ năng,0.078581802546978,True,4.736198448394496,1,Sách kỹ năng,0.07858172804117203,True,4.736198448394496,1,Sách kỹ năng,0.078581802546978,True,4.736198448394496,1,Sách kỹ năng,0.078581802546978,True,4.431289317921971,1
Tiểu thuyết Rừng Na Uy - Murakami,Tiểu thuyết,Tiểu thuyết,0.07519721984863281,True,4.736198448394496,2,Tiểu thuyết,0.07519721984863281,True,4.736198448394496,2,Tiểu thuyết,0.07519721984863281,True,4.736198448394496,2,Tiểu thuyết,0.07519721984863281,True,10.372292346681713,2
Tiểu thuyết Cây Cam Ngọt Của Tôi,Tiểu thuyết,Tiểu thuyết,0.0965828225016594,True,4.736198448394496,2,Tiểu thuyết,0.0965828225016594,True,4.736198448394496,2,Tiểu thuyết,0.09658322483301163,True,4.736198448394496,2,Tiểu thuyết,0.09658322483301163,True,10.372292346681713,2
Truyện tranh Doraemon tập 1,Truyện tranh,Truyện tranh,0.33502018451690674,True,4.736198448394496,2,Truyện tranh,0.33502018451690674,True,4.736198448394496,2,Truyện tranh,0.33502334356307983,True,4.736198448394496,2,Truyện tranh,0.33502334356307983,True,10.372292346681713,2
Bộ truyện One Piece tập mới nhất,Truyện tranh,Truyện tranh,0.010900452733039856,True,4.736198448394496,1,Tivi,0.011302145197987556,False,4.736198448394496,0,Truyện tranh,0.010900452733039856,True,4.736198448394496,1,Truyện tranh,0.010900452733039856,True,5.186146173340856,1
Bộ bút bi Thiên Long ngòi 0.5mm,Dụng cụ học tập,Nồi & Bộ nồi,0.003786067245528102,False,4.736198448394496,1,Bình sữa & Phụ kiện,0.017564544454216957,False,4.736198448394496,0,Nồi & Bộ nồi,0.003786067245528102,False,4.736198448394496,1,Nồi & Bộ nồi,0.003786067245528102,False,4.431289317921971,1
Sổ tay bìa da A5 Planner,Dụng cụ học tập,Ốp lưng & Bao da,0.016645096242427826,False,4.736198448394496,1,Dụng cụ học tập,0.03862480819225311,True,4.736198448394496,0,Ốp lưng & Bao da,0.016645096242427826,False,4.736198448394496,1,Ốp lưng & Bao da,0.016645096242427826,False,2.8620152639740772,1
Máy tính bỏ túi Casio FX-580VN X,Dụng cụ học tập,Linh kiện máy tính,0.030122846364974976,False,4.736198448394496,2,Bàn phím cơ,0.04123528301715851,False,4.736198448394496,0,Linh kiện máy tính,0.030122846364974976,False,4.736198448394496,2,Linh kiện máy tính,0.030122846364974976,False,4.826592533121755,2
Bánh ChocoPie Orion hộp 12 cái,Bánh kẹo,Bánh kẹo,0.047138944268226624,True,4.736198448394496,1,Cà phê & Trà,0.049594953656196594,False,4.736198448394496,0,Bánh kẹo,0.047138944268226624,True,4.736198448394496,1,Bánh kẹo,0.047138944268226624,True,5.186146173340856,1
Kẹo dẻo Haribo Goldbears gói 80g,Bánh kẹo,Bánh kẹo,0.043972428888082504,True,4.736198448394496,1,Bánh kẹo,0.04397222027182579,True,4.736198448394496,1,Bánh kẹo,0.043972428888082504,True,4.736198448394496,1,Bánh kẹo,0.043972428888082504,True,5.186146173340856,1
Bánh quy bơ Danisa hộp thiếc 454g,Bánh kẹo,Bánh kẹo,0.01964215375483036,True,4.736198448394496,1,Bánh kẹo,0.019642051309347153,True,4.736198448394496,1,Bánh kẹo,0.01964215375483036,True,4.736198448394496,1,Bánh kẹo,0.01964215375483036,True,5.186146173340856,1
Khô gà lá chanh 500g,Đồ ăn vặt,Gia vị & Đồ khô,0.013608081266283989,False,4.736198448394496,1,Nước hoa nam,0.016580374911427498,False,4.736198448394496,0,Gia vị & Đồ khô,0.013608081266283989,False,4.736198448394496,1,Gia vị & Đồ khô,0.013608081266283989,False,3.868254910468356,1
Cơm cháy chà bông Sài Gòn,Đồ ăn vặt,Nồi cơm điện,0.04240157827734947,False,4.736198448394496,1,Mì ăn liền & Phở,0.13054943084716797,False,4.736198448394496,0,Nồi cơm điện,0.04240157827734947,False,4.736198448394496,1,Nồi cơm điện,0.04240157827734947,False,4.431289317921971,1
Rong biển sấy khô ăn liền,Đồ ăn vặt,Mì ăn liền & Phở,0.1209738701581955,False,4.736198448394496,2,Mì ăn liền & Phở,0.12097234278917313,False,4.736198448394496,2,Mì ăn liền & Phở,0.1209738701581955,False,4.736198448394496,2,Mì ăn liền & Phở,0.1209738701581955,False,6.5427185661551555,2
Thùng 24 lon Coca-Cola 320ml,Nước ngọt,Điện thoại Smartphone,0.0,False,0.0,0,Nước ngọt,0.02093023620545864,True,4.736198448394496,0,Điện thoại Smartphone,0.0,False,0.0,0,Điện thoại Smartphone,0.0,False,0.0,0
Nước tăng lực Redbull Thái Lan,Nước ngọt,Nước ngọt,0.023474153131246567,True,4.736198448394496,1,Nước ngọt,0.02347465604543686,True,4.736198448394496,1,Nước ngọt,0.023474153131246567,True,4.736198448394496,1,Nước ngọt,0.023474153131246567,True,2.8858652322954508,1
Trà sữa đóng chai Kirin,Nước ngọt,Cà phê & Trà,0.017742089927196503,False,4.736198448394496,1,Nước ngọt,0.020192641764879227,True,4.736198448394496,0,Cà phê & Trà,0.017742089927196503,False,4.736198448394496,1,Cà phê & Trà,0.017742089927196503,False,4.431289317921971,1
Cà phê hòa tan G7 Trung Nguyên 3in1,Cà phê & Trà,Cà phê & Trà,0.04714314639568329,True,4.736198448394496,2,Cà phê & Trà,0.0471433624625206,True,4.736198448394496,2,Cà phê & Trà,0.04714314639568329,True,4.736198448394496,2,Cà phê & Trà,0.04714314639568329,True,8.862578635843942,2
Trà xanh Thái Nguyên túi lọc Cozy,Cà phê & Trà,Cà phê & Trà,0.04689937084913254,True,4.736198448394496,1,Cà phê & Trà,0.04689909145236015,True,4.736198448394496,1,Cà phê & Trà,0.04689937084913254,True,4.736198448394496,1,Cà phê & Trà,0.04689937084913254,True,4.431289317921971,1
Cafe hạt Rang xay Highland,Cà phê & Trà,Máy xay sinh tố,0.01679736003279686,False,4.736198448394496,1,Cà phê & Trà,0.03493911772966385,True,4.736198448394496,0,Máy xay sinh tố,0.01679736003279686,False,4.736198448394496,1,Máy xay sinh tố,0.01679736003279686,False,3.868254910468356,1
Thùng 30 gói Mì Hảo Hảo tôm chua cay,Mì ăn liền & Phở,Mì ăn liền & Phở,0.018597131595015526,True,4.736198448394496,1,Gia vị & Đồ khô,0.019600912928581238,False,4.736198448394496,0,Mì ăn liền & Phở,0.018597131595015526,True,4.736198448394496,1,Mì ăn liền & Phở,0.018597131595015526,True,3.868254910468356,1
Phở bò ăn liền Vifon,Mì ăn liền & Phở,Mì ăn liền & Phở,0.5059345960617065,True,4.736198448394496,3,Mì ăn liền & Phở,0.505950391292572,True,4.736198448394496,3,Mì ăn liền & Phở,0.5059345960617065,True,4.736198448394496,3,Mì ăn liền & Phở,0.5059345960617065,True,10.41097347662351,3
Mì trộn Indomie Goreng vị đặc biệt,Mì ăn liền & Phở,Mì ăn liền & Phở,0.08342606574296951,True,4.736198448394496,1,Mì ăn liền & Phở,0.08342374116182327,True,4.736198448394496,1,Mì ăn liền & Phở,0.08342606574296951,True,4.736198448394496,1,Mì ăn liền & Phở,0.08342606574296951,True,3.868254910468356,1
Dầu ăn Tường An Cooking Oil 1L,Gia vị & Đồ khô,Dầu gội & Dầu xả,0.031100237742066383,False,4.736198448394496,1,Dầu gội & Dầu xả,0.031100668013095856,False,4.736198448394496,1,Dầu gội & Dầu xả,0.031100237742066383,False,4.736198448394496,1,Dầu gội & Dầu xả,0.031100237742066383,False,5.0139748565432285,1
Nước mắm Nam Ngư 750ml,Gia vị & Đồ khô,Nước ngọt,0.014276687055826187,False,4.736198448394496,1,Gia vị & Đồ khô,0.02336653508245945,True,4.736198448394496,0,Nước ngọt,0.014276687055826187,False,4.736198448394496,1,Nước ngọt,0.014276687055826187,False,2.8858652322954508,1
Hạt nêm Knorr thịt thăn xương ống 400g,Gia vị & Đồ khô,Điện thoại Smartphone,0.0,False,0.0,0,Dầu gội & Dầu xả,0.012251203879714012,False,4.736198448394496,0,Điện thoại Smartphone,0.0,False,0.0,0,Điện thoại Smartphone,0.0,False,0.0,0
Gạo ST25 Ông Cua túi 5kg,Gia vị & Đồ khô,Túi xách nữ,0.01333845779299736,False,4.736198448394496,1,Nước giặt & Bột giặt,0.030871018767356873,False,4.736198448394496,0,Túi xách nữ,0.01333845779299736,False,4.736198448394496,1,Túi xách nữ,0.01333845779299736,False,4.431289317921971,1
Nước giặt Omo Matic cửa trước 3.6kg,Nước giặt & Bột giặt,Nước giặt & Bột giặt,0.15062057971954346,True,4.736198448394496,2,Nước giặt & Bột giặt,0.1506231278181076,True,4.736198448394496,2,Nước giặt & Bột giặt,0.15062057971954346,True,4.736198448394496,2,Nước giặt & Bột giặt,0.15062057971954346,True,7.166490806278894,2
Bột giặt Surf hương nước xả vải,Nước giặt & Bột giặt,Nước giặt & Bột giặt,0.2957017719745636,True,4.736198448394496,3,Nước giặt & Bột giặt,0.2956996262073517,True,4.736198448394496,3,Nước giặt & Bột giặt,0.2957017719745636,True,4.736198448394496,3,Nước giặt & Bột giặt,0.2957017719745636,True,10.261265903958485,3
Nước xả vải Comfort đậm đặc cho da nhạy cảm,Nước giặt & Bột giặt,Serum dưỡng da,0.05769575014710426,False,4.736198448394496,1,Serum dưỡng da,0.05769536644220352,False,4.736198448394496,1,Serum dưỡng da,0.05769575014710426,False,4.736198448394496,1,Serum dưỡng da,0.05769575014710426,False,3.278588914256018,1
Nước rửa chén Sunlight Chanh 750g,Nước rửa chén,Nước rửa chén,0.3693559765815735,True,4.736198448394496,3,Nước rửa chén,0.3693559765815735,True,4.736198448394496,3,Nước rửa chén,0.3693559765815735,True,4.736198448394496,3,Nước rửa chén,0.3693559765815735,True,10.796116877896038,3
Nước rửa bát Kyukyuto Nhật Bản,Nước rửa chén,Nước giặt & Bột giặt,0.09048661589622498,False,4.736198448394496,1,Nước giặt & Bột giặt,0.0904860571026802,False,4.736198448394496,1,Nước giặt & Bột giặt,0.09048661589622498,False,4.736198448394496,1,Nước giặt & Bột giặt,0.09048661589622498,False,2.152515949735666,1
Giấy vệ sinh cuộn lớn An An,Giấy vệ sinh,Giấy vệ sinh,0.1279476135969162,True,4.736198448394496,3,Giấy vệ sinh,0.1279476135969162,True,4.736198448394496,3,Giấy vệ sinh,0.12794645130634308,True,4.736198448394496,3,Giấy vệ sinh,0.12794645130634308,True,11.875524257616167,3
Khăn giấy rút lụa Pulppy,Giấy vệ sinh,Giấy vệ sinh,0.016587184742093086,True,4.736198448394496,1,Dụng cụ học tập,0.033509012311697006,False,4.736198448394496,0,Giấy vệ sinh,0.016587184742093086,True,4.736198448394496,1,Giấy vệ sinh,0.016587184742093086,True,4.431289317921971,1
Khăn ướt Baby Care không mùi 80 tờ,Giấy vệ sinh,Lăn khử mùi,0.016555404290556908,False,4.736198448394496,1,Giấy vệ sinh,0.01720544882118702,True,4.736198448394496,0,Lăn khử mùi,0.016555404290556908,False,4.736198448394496,1,Lăn khử mùi,0.016555404290556908,False,4.431289317921971,1
